0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
3,7,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,0,0,1,0,0,0,0,28
0,1,1,1,0,0,0,1,0,0,0,0,28
0,1,1,2,0,0,0,1,0,0,0,0,28
0,1,1,2,1,0,0,1,0,0,0,0,28
0,1,1,2,1,0,0,1,0,0,0,0,28
0,1,1,2,1,1,0,0,0,0,0,0,28
0,1,1,2,1,1,0,0,0,0,0,0,28
0,1,0,0,0,0,0,0,0,0,0,0,28
0,1,1,1,0,1,0,0,0,0,0,0,28
0,1,1,1,0,0,0,1,0,0,0,0,28
0,1,2,1,0,0,0,1,0,0,0,0,28
0,1,2,1,0,0,0,1,0,0,0,0,28
0,1,2,1,0,1,0,1,0,0,0,0,28
0,1,2,1,0,0,0,0,0,0,0,1,28
0,1,2,2,0,0,0,1,0,0,0,1,28
0,1,1,0,0,1,1,1,1,1,1,1,28
0,1,0,0,0,0,0,0,0,0,0,0,28
0,1,1,1,1,1,0,0,0,0,0,0,28
0,1,1,1,1,1,0,0,1,0,0,0,0
0,1,1,1,1,1,0,1,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,43
0,1,0,0,0,0,0,0,0,0,0,0,43
0,1,1,2,1,1,0,1,0,0,0,0,43
0,1,0,0,0,0,0,0,0,0,0,0,43
0,1,0,0,0,0,0,0,0,0,0,0,43
0,1,0,0,0,0,0,0,0,0,0,0,43
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,1,0,0,0,0,0,0,8
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,37
